PANID,monetary,frequency,recency,loyality_tide,loyality_All,CLUSTER,DISTANCE
3321448,3.9166666667,6,1,0,0,7,7.4799252251
3321547,8.0766666667,12,7,0.2727272727,0,7,7.3866236635
3321604,4.99,2,5,0,1,7,4.4928625136
3321703,6.394,15,2,0.8,0,6,5.4101021333
3321745,4.26625,8,2,0.25,0.125,7,7.0400683836
3321836,3.1678947368,19,1,0,0.0526315789,6,3.7048486017
3321844,2.47,4,0,0,0,7,8.9121036313
3321893,8.9833333333,3,8,1,0,7,3.5180158642
3322008,4.48,3,2,0,0,7,6.5802282162
3322040,5.556,5,16,0,0,7,7.9749832887
3322107,3.495,4,4,0,0,7,4.9486170357
3322305,4.6542857143,7,2,0,0,7,6.5715647733
3322339,10.98,1,27,1,0,5,2.7683345202
3322412,5.2566666667,3,16,0.3333333333,0.6666666667,7,8.2518453196
3322479,7.79,1,37,0,0,4,5.1309349798
3322503,3.4975,4,0,0,0,7,8.5376374965
3322511,4.48,5,19,0,0,7,11.07942184
3322560,5.5833333333,3,9,0.6666666667,0,7,2.289288043
3322586,6.99,1,39,0,0,4,2.9968737073
3322644,8.38,1,33,0,0,5,4.4231530093
3322917,6.88,1,31,1,0,5,3.5633263044
3323006,3.78,1,21,0,0,5,9.7266357028
3323071,5.89,5,4,0.25,0,7,4.0634663538
3323113,4.13,2,21,0,0,5,9.4642169596
3323212,13.5325,4,5,0,0,8,4.3115413704
3323279,6.78,3,14,1,0,7,6.3388700171
3323386,4.2266666667,3,0,0,0,7,8.5102545301
3323543,4.43,4,26,1,0,5,6.0761051708
3323592,7.734,5,3,1,0,7,5.3509212995
3323634,7.9833333333,3,24,0,0,5,5.14303648
3323667,5.0666666667,9,5,0.2222222222,0.2222222222,7,5.1936823416
3323741,3.56,2,1,0,0,7,8.0769251693
3323808,9.05,1,48,0,0,4,7.207125321
3323923,3.68,1,4,0,0,7,6.1809244578
3323931,6.12,6,24,0,0,5,7.0381257935
3323949,5.08,8,4,0.6666666667,0,7,5.2106659344
3324038,5.60375,8,0,0.8571428571,0,7,8.6554636268
3324046,7.6233333333,3,24,0,0,5,5.2536876584
3324129,8.175,2,14,0,0,7,6.9392778612
3324145,0.99,2,9,0,0,7,6.0325722635
3324178,2.7566666667,3,5,0,0,7,4.9759247768
3324244,7.6866666667,3,16,1,0,7,8.3614227918
3324475,4.475,8,3,1,0,7,6.1926276459
3324509,2.39,1,16,0,0,7,9.6451001395
3324632,4.255,4,15,0,0.25,7,7.2712386628
3324640,3.4228571429,14,6,0,0.0909090909,6,8.203733009
3324715,7.99,2,11,1,0,7,4.6193691736
3324731,5.23,6,12,0.3333333333,0,7,4.1953891132
3324756,6.88,1,40,1,0,4,2.2595072471
3324814,5.264,5,5,0.75,0,7,3.2301209293
3324863,3.59,2,30,0,0,5,5.932049227
3324897,3.9925,8,0,0.25,0,7,8.8824410307
3324913,3.38,2,4,0,0,7,5.7353759156
3325001,4.0994444444,18,0,0.0555555556,0,6,3.8493549422
3325027,3.3955555556,9,3,0,0,7,7.0488648263
3325050,6.438,10,5,0,0,7,5.9163509811
3325175,3.3233333333,3,11,0,0,7,4.5383056792
3325274,3.6246153846,13,0,0,0.2307692308,6,8.1249547241
3325340,2.4933333333,3,22,0,0,5,9.776148291
3325365,7.0633333333,3,2,0.5,0,7,6.427803197
3325381,12.58,1,29,1,0,5,3.444020171
3325431,8.6171428571,7,1,0,0,7,7.7480470759
3325597,5.0285714286,7,3,0.2857142857,0,7,5.5726491169
3325605,4.9885714286,7,4,0,0.5714285714,7,4.719437113
3325654,4.5,1,42,0,0,4,1.3151102849
3325738,5.0225,16,0,0,0,6,4.9732698927
3325746,6.58,1,22,1,0,5,7.5277206683
3325852,6.25,2,14,0,0,7,6.6418999674
3325993,5.06,3,6,0,0,7,3.044206223
3326033,6.3552,25,0,0.92,0,6,5.045010784
3326066,9.935,2,0,1,0,8,8.6775466608
3326116,6.29,2,23,1,0,5,6.667516599
3326199,4.44,1,10,0,0,7,4.731054229
3326223,10.28,1,12,0,0,7,6.939047745
3326306,4.3885714286,7,18,0,1,7,10.35185446
3326389,3.0266666667,3,4,0,0,7,5.4860728389
3326405,4.29,1,48,0,0,4,6.5165599215
3326470,6.73,4,20,1,0,5,9.4650032575
3326546,2.46,3,12,0,0,7,5.7568739616
3326686,4.435,6,0,0,0,7,8.3061846403
3326744,6.015,4,9,0,0,7,1.367613467
3326751,11.935,4,8,0,0,7,5.853439553
3326769,2.7246153846,26,1,0,0.3076923077,6,6.8356872537
3326793,3.89,2,36,0,0,4,5.9544525944
3326850,4.4325,4,6,0,0,7,2.8559471907
3326900,2.67,1,36,0,0,4,6.4170446228
3326959,12.89,4,0,0,0,8,5.9226397992
3327015,3.548,10,17,0.1,0,7,10.606108703
3327056,4.99,1,12,0,1,7,5.7747359422
3327072,5.144,5,1,0.75,0,7,7.1470088195
3327197,6.555,8,12,0.875,0,7,5.0530384672
3327239,3.49,1,8,0,0,7,4.7715687651
3327346,8.235,4,14,0,0,7,6.3733671068
3327353,6.5,2,20,0,0,5,9.3225840117
3327395,4.705,4,15,1,0,7,7.2065944143
3327593,2.6266666667,3,7,0,0,7,4.1778712332
3327601,19.99,1,31,1,0,5,10.884186003
3327833,7.52,3,8,1,0,7,2.5029977752
3327916,6.76,5,2,1,0,7,6.1339709056
3327957,6.7447058824,17,1,1,0,6,3.5814670706
3328294,6.49,2,14,0,0,7,6.6493583641
3328500,6.7433333333,6,8,0.2,0,7,1.2109453487
3328567,2.5583333333,6,8,0,0,7,3.7643815965
3328674,4.069,10,3,0.1111111111,0.1111111111,7,7.4481498388
3328807,5.13,1,33,0,1,5,6.1337739162
3328914,7.98,1,42,0,0,4,2.3802001578
3328971,3.54,4,19,0,0.3333333333,7,11.301530069
3329011,4.985,2,9,0,0,7,3.3190178012
3329037,8.82,3,8,1,0,7,3.3885040994
3329128,4.5566666667,3,12,0,0,7,4.6912364243
3329235,3.68,1,3,0,0,7,6.8780645569
3329243,3.8533333333,3,3,0,0,7,5.8905115474
3329417,5.495,2,3,0.5,0,7,5.8939971307
3329425,4.58,1,32,0,1,5,5.9440155323
3329433,14.305,6,2,0.8333333333,0,8,4.1810871194
3329490,9.98,3,3,0,0.3333333333,7,6.6302567176
3329664,18.98,2,30,0,0,5,9.6527141281
3329672,1.985,2,0,0,0,7,9.5405576235
3329748,7.1188888889,9,0,0,0,7,9.0691653182
3329763,2.92,6,4,0,0,7,5.3018328191
3329805,8.08,4,9,1,0,7,2.4707456027
3329821,5.89,3,24,0,0,5,6.0637190318
3329839,5.45,7,3,0,0,7,5.505716231
3329904,4.83,2,18,0.5,0,7,10.464765976
3329987,4.6133333333,12,4,0,0.2727272727,7,8.2865264057
3330019,2.4985714286,7,0,0,0,7,9.085550283
3330159,5.655,2,29,1,0,5,3.8165068792
3330175,4.8833333333,3,12,0,0,7,4.5896217866
3330217,33.98,1,22,0,0,1,15.205614354
3330241,3.99,2,9,0,1,7,3.8880568613
3330266,7.304,5,12,1,0,7,4.1870161356
3330282,3.65,1,11,0,0,7,5.5340872275
3330324,5.34,2,14,0,0,7,6.692194084
3330365,5.38,2,11,0,0,7,4.2465301437
3330373,4.99,1,12,0,1,7,5.7747359422
3330381,4.692,5,7,0,1,7,2.0243497183
3330464,6.5,2,1,0,0,7,7.653226822
3330506,2.69,1,33,0,0,5,7.9725015854
3330613,3.1113043478,23,0,0,0,6,4.6756165692
3330621,3.73,1,26,0,0,5,6.452522716
3330639,3.88,1,1,0,0,7,8.4001352017
3330720,3.796,5,4,0,0.2,7,4.6985951052
3330902,2.9958333333,12,0,0,0,6,9.2615346933
3330928,6.88,2,36,1,0,4,5.8673601185
3330969,6.29,1,38,0,0,4,3.7322628864
3330977,3.5,2,50,1,0,4,8.6889594052
3330985,12.0075,4,31,0,0,5,3.8805057365
3330993,2.5,1,4,0,0,7,6.7421977665
3331009,5.9866666667,3,12,0,1,7,4.4970033152
3331108,6.54,4,5,1,0,7,3.3149765872
3331124,5.568,5,8,0.3333333333,0,7,0.624227102
3331157,6.99,1,28,0,0,5,2.8057288444
3331207,4.53,2,1,0,0,7,7.8183678974
3331397,5.6322222222,9,2,0.1111111111,0,7,7.3059784579
3331421,11.89,7,4,1,0,8,6.4782934766
3331447,4.99,6,5,0,0,7,3.4441828258
3331629,2.88,1,18,0,1,7,11.230675622
3331694,3,1,20,0,0,5,10.986000075
3331702,3.6025,4,2,0,0.75,7,6.6724410962
3331991,6.58,1,12,1,0,7,5.653433041
3332015,3.65,8,3,0,0,7,6.4212186711
3332049,12.21,6,0,1,0,8,6.7863746903
3332056,6.88,1,32,1,0,5,4.2414494361
3332114,4.5642857143,7,8,0.3333333333,0,7,2.610311424
3332197,2.6266666667,3,8,0,0,7,4.043595324
3332460,6.58,1,17,1,0,7,9.8204674362
3332486,4.7325,4,1,0,0,7,7.2613754335
3332544,4.69,3,28,0,0,5,4.8791170948
3332619,6.28,2,0,1,0,7,8.6115825287
3332726,4.165,2,18,1,0,7,10.595691311
3332742,6.58,1,29,1,0,5,3.1168527767
3332791,3.0375,4,1,0,0,7,7.7750631591
3332890,4.98,2,45,0,0,4,3.4715055605
3332908,2.67,1,36,0,0,4,6.4170446228
3332973,6.58,1,23,1,0,5,6.6301717495
3333021,5.98,1,0,1,0,7,9.0038222559
3333062,3.28,1,18,0,0,7,11.085818845
3333120,6.29,1,41,0,0,4,1.0144501233
3333179,4.41875,8,7,0,0.5,7,3.6980716596
3333229,7.64,4,1,0,0,7,7.2704885311
3333245,6.72,2,4,0,0,7,5.0454451359
3333278,8.0533333333,3,24,0.6666666667,0,5,5.1288304386
3333336,5.23,2,40,0,0,4,1.8076853952
3333351,6.73,2,16,1,0,7,8.5325029635
3333377,7.415,4,15,1,0,7,7.1675771814
3333468,4.52,2,10,0,0,7,3.9018126596
3333492,5.14,4,6,0.5,0,7,2.4998517322
3333500,3.73,1,43,0,0,4,2.414731596
3333617,6.88,2,26,1,0,5,3.8743447657
3333633,5.495,2,30,0,0,5,4.083852098
3333765,4.495,6,1,0,0,7,7.3270008361
3333773,8.1866666667,6,6,0,0,7,3.078100782
3333849,5.48,1,22,0,0,5,7.9798632264
3333898,4.8116666667,6,6,0,0.6,7,2.7254984441
3333906,6.1466666667,3,8,1,0,7,2.1035977034
3333922,2.33,1,15,0,0,7,8.8650052865
3333963,12.01,1,46,0,0,4,7.6998461612
3333997,4.815,4,14,0,0,7,6.176324532
3334078,5.9266666667,9,1,0,0,7,8.1418105945
3334268,4.0828571429,21,0,0.1428571429,0,6,3.1095711038
3334326,4.865,2,3,0,0,7,5.9947295857
3334490,3.2685714286,7,4,0,0,7,5.3926237753
3334656,4.0958333333,12,5,0,0,7,7.9639337197
3334680,6.88,1,24,1,0,5,5.6257534234
3334771,3.16,5,11,0,0,7,4.2156760259
3334805,3.9028571429,7,10,0,0,7,3.6313422902
3334813,3.53,1,17,0,0,7,10.13015727
3334847,9.8225,4,25,0,0,5,4.322857373
3334888,9.07,2,13,0,0,7,6.4543919103
3334896,4.9275,12,2,0.6666666667,0,6,8.5318520267
3334987,4.9214285714,7,1,0.1428571429,0,7,7.4508590112
3335034,3.49,1,11,0,0,7,5.6085678912
3335075,3.0571428571,7,10,0,0,7,4.2101727941
3335174,7.8575,4,6,0,0,7,2.8337030804
3335265,2.61,5,3,0,0,7,6.1814081912
3335273,6.76,4,0,0,0,7,8.132629728
3335356,5.1228571429,7,11,0.2857142857,0,7,3.7440270044
3335414,11.98,1,4,0,1,8,6.4368036057
3335471,4.89,2,4,0.5,0,7,5.1778507459
3335513,4.0875,4,2,0,0.5,7,6.482173226
3335596,12.774285714,7,0,0,0,8,6.7399648224
3335679,4.552,5,0,0,0,7,8.2153091718
3335711,2.49,2,21,0,0,5,10.46662752
3335745,5.985,2,22,0,0,5,7.6647996727
3335810,5.605,4,3,0,0,7,5.1753150984
3335844,4.118,5,6,0,0,7,2.907705737
3335901,6.322,5,3,0.6,0,7,5.0712586046
3336016,3.19,1,6,0,0,7,5.3544228378
3336073,17.57,2,14,1,0,8,10.605539107
3336099,5.176,5,28,0,0,5,5.1976208136
3336156,7.39,3,15,0,0,7,7.3224578445
3336164,10.76,1,29,0,0,5,1.7882206645
3336172,3.49,2,36,0,0,4,6.0863051647
3336230,4.48,3,26,0,0,5,5.7657053394
3336248,4.48,1,29,0,0,5,5.0565461795
3336305,10.14875,8,5,0,0,7,5.8812418355
3336313,8.41,3,3,0,0,7,5.8658534267
3336339,5.385,2,19,0.5,0,5,10.643454542
3336347,6.16,3,14,0,0,7,6.2624264434
3336412,5.28,2,31,0,0.5,5,4.6771626283
3336594,6.58,1,9,1,0,7,4.1560967072
3336644,7.225,2,6,0,0,7,3.7504321053
3336669,6.655,4,6,1,0,7,2.4464158225
3336685,2.988,5,4,0,0,7,5.1538644149
3336727,4.26,2,27,0,0,5,5.4747971691
3336750,6.0033333333,6,7,1,0,7,1.6989124757
3336768,5.29,1,11,0,1,7,5.0830536536
3336784,4,1,33,0,1,5,6.9679856671
3336792,4.39,4,5,0,0,7,3.6618736284
3336875,5.74,2,0,1,0,7,8.6212010663
3336909,8.45,1,0,0,0,7,9.2563569968
3337006,3.74,2,9,0,0,7,3.9370432593
3337030,19.99,1,39,0,0,4,14.566540224
3337105,1.15,1,51,0,0,4,10.398037033
3337139,7.4883333333,6,4,1,0,7,4.4640496532
3337279,5.2572727273,11,2,0.0909090909,0.9090909091,7,8.6461276667
3337295,5.1,1,49,0,0,4,7.3877281784
3337311,9.075,2,26,0,0,5,2.8906745408
3337337,3.4271428571,7,2,0.1666666667,0,7,6.9536780481
3337345,6.2166666667,3,13,0,0,7,5.3220998685
3337378,6.29,2,24,1,0,5,5.8093352946
3337386,6.694,10,19,0.8571428571,0,7,12.088486591
3337568,3.53,1,34,0,0,5,7.8920397246
3337634,6.98,1,19,0,0,5,10.212102924
3337691,5.61375,8,3,0,0.375,7,5.9388154469
3337741,9.498,10,7,0,0,7,6.1513417622
3337758,2.78,1,25,0,0,5,7.7472632165
3337816,5.29,1,9,0,1,7,4.2479788416
3337873,4.52,2,7,1,0,7,3.6220401993
3337956,5.19,4,2,0.5,0.5,7,6.2207835478
3338020,4.675,16,0,0,0,6,5.0872401586
3338327,2.704,5,3,0,0,7,6.1278535983
3338392,9.96,1,8,1,0,7,5.5332798931
3338426,6.1933333333,3,1,1,0,7,7.3588957373
3338566,5.0342857143,7,3,0.1666666667,0,7,5.5711080448
3338640,3.39,4,3,0,0,7,5.8450115861
3338665,4.43,2,31,1,0,5,5.4616438173
3338723,8.19,3,8,0,0,7,2.8192980365
3338822,7.398,5,5,1,0,7,3.388505997
3338830,7.335,8,4,0,0,7,5.2137328807
3338897,4.55,3,3,0,0,7,5.6537307885
3338913,6.43,2,0,0.5,0,7,8.583426564
3338962,7.47,1,16,0,0,7,8.9719473716
3339010,5.48,1,22,0,0,5,7.9798632264
3339028,15.11,1,49,1,0,4,11.999111277
3339044,3.61,12,0,0,0,6,9.0471400524
3339069,13.76,19,6,1,0,6,8.5172079306
3339077,2.665,10,9,0,0,7,6.2250623219
3339101,3.155,2,9,0,0,7,4.3218053692
3339135,9.73,2,23,1,0,5,5.9063389441
3339192,11.59,2,4,1,0,8,6.3283819905
3339200,7.355,6,5,1,0,7,3.5338756235
3339283,6.2133333333,3,30,0,0,5,3.5154373049
3339366,3.3915384615,13,5,0,0.1538461538,6,8.597987537
3339374,4.49,1,27,0,0,5,5.374489635
3339382,3.7114285714,7,5,0.25,0.25,7,4.4238884012
3339408,7.1,4,5,1,0,7,3.4240876966
3339473,3.43,1,8,0,0,7,4.8054433313
3339481,6.3216666667,6,0,1,0,7,8.161696909
3339499,3.425,6,3,0,0.1666666667,7,5.8464736234
3339507,5.38,1,23,0,0,5,7.194792632
3339523,2.796,5,4,0,0,7,5.2743307846
3339549,4.485,2,0,0.5,0,7,8.7419367743
3339572,3.1214285714,7,0,0,0,7,8.8526691384
3339580,8.49,2,14,0,0,7,7.0370492608
3339614,4.028,10,0,0,0.3,7,9.7482102222
3339630,4.255,4,2,0,0.3333333333,7,6.4227174421
3339697,5.06,4,0,0,0,7,8.1854434819
3339788,5.2071428571,7,2,0,0,7,6.4670225942
3339820,6.49,1,41,1,0,4,1.4201978747
3339903,3.41,2,6,0,0,7,4.5299601029
3340000,5.23,4,24,0.25,0.5,5,6.686439603
3340117,3.135,2,7,0,0,7,4.3596594461
3340174,7.0075,4,16,0,0,7,8.0518993742
3340299,3.4266666667,3,0,0,0,7,8.7271603195
3340315,7.235,2,14,0,0,7,6.7272217357
3340323,7.95,6,9,0,0,7,2.2937387177
3340331,5.91,3,15,0,0,7,7.2234533367
3340406,3.53,1,0,0,0,7,9.3481094113
3340422,4.445,14,8,0,0.5,6,9.09897279
3340430,4.41,3,5,0,0,7,4.0284184664
3340448,7.325,6,22,0,0,5,8.1544178973
3340505,2.84,2,10,0,0,7,4.8547524848
3340547,6.8133333333,9,6,0.75,0,7,4.6244448177
3340562,2.33,1,12,0,0,7,6.7749651969
3340612,8.19,1,4,0,0,7,6.0119025967
3340679,6.69,1,22,0,0,5,7.4601069268
3340687,3.828,5,8,0,0,7,2.3489016563
3340786,8.6133333333,3,4,0,0,7,5.1243753143
3340794,6.1466666667,3,3,1,0,7,5.4721885732
3340893,4.79,1,51,1,0,4,9.4409758667
3341016,4.5261538462,13,10,0.0769230769,0.1538461538,7,8.4488063334
3341024,4.99,4,16,0,0,7,8.0930682254
3341164,5.65,2,12,0,0,7,4.9577107899
3341206,2.885,2,17,0,0,7,9.9771699176
3341214,2.5,1,3,0,0,7,7.3865537038
3341305,5.38,1,10,0,0,7,4.4750797837
3341339,7.93,3,2,0,0,7,6.6019632205
3341438,10.98,1,25,1,0,5,4.3678917204
3341487,1.99,1,37,0,0,4,5.9520386606
3341545,7.23,1,35,0,0,5,6.6197105124
3341586,2.69,5,3,0,0,7,6.1357681714
3341800,6.73,2,16,1,0,7,8.5325029635
3341842,10.585,2,14,0,0,7,7.9785476427
3341925,5.9633333333,3,27,1,0,5,4.0671530449
3341958,12.58,1,29,1,0,5,3.444020171
3342022,6.62,5,14,0.4,0,7,5.9700012165
3342055,3.825,2,11,0,0,7,4.7841042941
3342147,3.0633333333,3,8,0,0,7,3.6677687169
3342162,10.7975,4,10,1,0,7,5.1770409158
3342303,6.32,3,11,0,1,7,3.6496879149
3342345,4.4333333333,3,10,0.3333333333,0,7,3.255660254
3342386,1.98,2,4,0,0,7,6.5305642897
3342501,5.88,1,38,0,0,4,3.6868931682
3342519,6.88,1,46,1,0,4,4.6156276494
3342535,4.1066666667,3,1,0,1,7,7.6528188341
3342691,4.715,4,6,0,0,7,2.6941119346
3342725,8.3033333333,6,5,1,0,7,3.9556967425
3342758,3.615,2,35,0,0,4,6.9866182644
3342766,7.0383333333,6,1,0.5,0,7,7.1908346688
3342774,3.63,4,7,0,0,7,2.9111359178
3342873,2.98,1,34,0,0,4,8.1247904215
3342899,2.97,1,0,0,0,7,9.5210421061
3343046,5.679,10,5,0,0,7,5.929802917
3343053,4.935,2,9,0,1,7,3.4499480212
3343079,3.8866666667,3,4,0,0,7,5.043935268
3343137,5.8111111111,9,13,0.1111111111,0,7,6.4090449968
3343145,3.53,1,47,0,0,4,5.7834097361
3343178,16.021111111,9,6,0,0,8,5.8233714488
3343186,5.15,1,41,0,1,4,1.3075959923
3343194,4.75,1,51,0,1,4,9.4491880498
3343236,8.8966666667,3,4,0,0,7,5.2657148212
3343301,4.63,4,5,0,0,7,3.5518516224
3343319,4.98,1,11,0,0,7,5.0704215846
3343335,6.3271428571,7,2,0,0,7,6.3980149105
3343392,4.48,1,24,0,0,5,7.0075433947
3343434,7.8911111111,27,0,0,0,6,7.02673236
3343459,3.48,4,0,0.25,0,7,8.5406773184
3343533,2.3866666667,3,9,0,0,7,4.3591268358
3343541,3.6536363636,11,2,0,0,7,8.9246624461
3343590,2.77,1,50,0,0,4,8.8534964961
3343830,3.458,5,4,0,0.2,7,4.8776483882
3343871,6.782,5,12,0.8,0,7,4.0418116556
3343905,6.3833333333,12,0,0,0,6,8.5744033392
3343962,9.06,6,4,0,0,7,5.0969740898
3343996,5.38,2,36,0,0,4,5.6883897195
3344903,11.2,2,40,0,0,4,5.7966562752
3344978,6.88,1,42,1,0,4,1.5826943901
3345124,2.4175,4,0,0,0,7,8.9339891635
3345132,12.08,2,15,1,0,7,9.6224662935
3345173,6.85,10,0,1,0,7,9.5656721459
3345207,2.7666666667,3,13,0,0,7,6.3134960222
3345215,6.29,1,26,1,0,5,4.4223666346
3345231,4.39,1,41,0,0,4,1.5166516183
3345264,6.4366666667,3,2,1,0,7,6.4127328974
3345306,6.67,2,32,0,0,5,4.1790283402
3345447,4.76,5,15,0.2,0.8,7,7.1214038393
3345538,6.8233333333,3,5,0,0,7,3.6863109648
3345546,5.0075,4,2,0,0,7,6.2379657294
3345553,13.435,2,2,1,0,8,4.8708354363
3345686,3.1033333333,3,11,0,0,7,4.6791325318
3345819,19.74,1,2,0,0,8,4.0282249542
3346049,3.865,4,0,0.25,0,7,8.4276400889
3346072,11.24,2,12,1,0,7,7.1182534437
3346122,8.3,4,9,0,0,7,2.5324012063
3346148,11,1,44,0,0,4,5.8404181906
3346163,6.75,2,6,0,0,7,3.6445738106
3346171,4.98,1,35,0,0,4,6.7032804929
3346387,2.99,1,4,0,0,7,6.4890002431
3346494,9.6833333333,6,23,0.6666666667,0,5,7.0430211146
3346551,5.75,3,9,0.6666666667,0,7,2.2528285783
3346643,6.75,2,28,0,0,5,2.8041579928
3346692,8.23,3,6,0,0,7,3.5099933227
3346817,5.49,1,7,1,0,7,4.2143928989
3346833,6.99,1,24,0,0,5,5.5409131449
3347062,7.846,5,11,0,0,7,3.4032253013
3347088,4.7547058824,34,3,0.4117647059,0.2058823529,10,13.602205283
3347096,5.74,1,11,0,0,7,4.9485241628
3347104,3.1328571429,14,1,0,0,6,7.25695979
3347161,9.87,2,3,0,0,7,6.9274138145
3347179,6.58,1,9,1,0,7,4.1560967072
3347286,6.5529411765,17,9,1,0,6,7.9503056972
3347302,3.09,1,21,0,0,5,10.141040093
3347351,7.23,1,9,0,0,7,4.2016571063
3347393,9.464,5,14,0,0.2,7,6.8063104582
3347427,5.79,4,4,0.5,0,7,4.1891681228
3347526,2.47,4,0,0,0,7,8.9121036313
3347559,2.59,1,19,0,0,5,12.033977768
3347583,17.255,2,13,0,0,8,9.6321769457
3347591,2.33,2,32,0,0,5,7.746356575
3347609,2.705,2,27,0,0,5,6.9555967992
3347625,3.494,5,1,0,0,7,7.544309597
3347666,5.28,1,15,0,0,7,8.041971761
3347773,9.2966666667,3,9,0,0,7,3.8150465996
3347906,4.67,4,5,0,0,7,3.5347661678
3347922,3.26,2,27,0,0,5,6.4230563928
3347963,6.42,3,3,0,0,7,5.4246816733
3347997,3.465,10,4,0,0,7,7.0223616862
3348003,3.3466666667,3,4,0,0,7,5.3095985878
3348011,4.99,2,39,0,0,4,2.7998062677
3348045,17.37,1,40,0,0,4,11.82095936
3348177,8.0225,4,21,1,0,5,8.2246327915
3348300,4.12,3,23,0,0.3333333333,5,7.9437089482
3348367,5.714,5,2,0.5,0,7,6.0770212939
3348425,4.66,3,8,0.3333333333,0,7,2.464601363
3348458,5.23,2,8,0,0,7,3.0987732698
3348466,2.5114285714,7,1,0,0,7,8.206656076
3348516,10.99,1,12,0,0,7,7.3824079785
3348532,8.311,10,2,0.9,0,7,8.2028298672
3348557,3.73,1,42,0,0,4,2.0325241485
3348565,3.405,2,17,0,0,7,9.8185897374
3348581,3.75,2,13,0,0,7,6.247892486
3348672,5.36,2,29,1,0,5,4.1064538627
3348680,6.6566666667,3,10,0,0,7,2.806597479
3348730,5.5,1,19,1,0,5,10.679363787
3348755,2.9633333333,3,2,0,0,7,7.1208303794
3348805,8.215,4,18,0.25,0,7,10.201954095
3348821,4.43,1,1,1,0,7,8.3027794259
3348888,5.3144444444,9,0,0,0,7,9.0585760848
3348912,3.96,1,22,0,0,5,8.826598222
3348938,6.58,2,10,1,0,7,3.6441486014
3348946,6.485,2,34,0,0,5,5.9240372162
3348961,5.98,1,12,0,0,7,5.5891213953
3348979,3.37,2,0,0,0.5,7,9.0276820552
3349019,4.9025,4,8,0,0,7,1.5944676351
3349027,3.77,2,38,0,0.5,4,4.1761163632
3349043,5.77,7,0,1,0,7,8.3578537732
3349068,6.9566666667,3,5,1,0,7,3.7902277931
3349092,7.89,1,1,0,0,7,8.266129274
3349134,4.3275,4,1,0,0.25,7,7.3521879371
3349142,9.22,4,11,0.25,0,7,4.3521339242
3349290,5.9883333333,6,2,0,0,7,6.150435666
3349324,5.24,3,17,0,0,7,9.2064622018
3349332,6.88,1,34,1,0,5,5.8800587798
3349340,6.3633333333,6,2,0,0,7,6.151189057
3349365,1.98,1,26,0,0,5,8.0340827615
3349415,5.53,2,13,0.5,0,7,5.8012227059
3349449,6.738,5,9,0.4,0,7,1.1323880305
3349514,5.37,1,14,0,1,7,7.2382486543
3349548,5.44,1,30,0,0,5,4.2818569366
3349597,3.88,1,20,0,1,5,10.53848697
3349647,3.7566666667,3,23,0,0,5,8.1858413937
3349654,5.454,15,0,0,0.2142857143,6,5.7764852022
3349712,4.76,4,3,0,0,7,5.3330794067
3349761,4.954,5,8,0.5,0,7,1.2519273467
3349811,8.07,3,5,0,0,7,4.0973540694
3349886,5.9728571429,7,2,0,0,7,6.3987610962
3350074,9.96,1,8,1,0,7,5.5332798931
3350124,4.8528571429,7,8,0,0.1666666667,7,2.4475751603
3350140,4.7716666667,30,1,0,0.8666666667,6,9.8492894894
3350157,7.666,5,4,1,0,7,4.3953892439
3350173,4.99,1,1,0,0,7,8.1685405361
3350280,6.16,6,15,0,0,7,7.0317787453
3350348,4.6071428571,7,9,0,1,7,2.8927981973
3350587,5.585,2,26,1,0,5,4.8184318314
3350744,2.59,1,10,0,0,7,5.6729388897
3350918,4.0975,16,3,0,1,6,5.1908139984
3351064,9.82,6,10,1,0,7,4.34959657
3351189,5.3871428571,14,0,0.3571428571,0,6,6.728064172
3351197,7.146,5,1,0,0,7,7.1243145595
3351312,6.73,6,4,1,0,7,4.3004002058
3351346,5.2471428571,7,3,0,0.8571428571,7,5.583688647
3351411,4.65,3,17,0,0,7,9.2842203796
3351726,6.7983333333,6,4,1,0,7,4.3099346061
3351791,15.243333333,6,3,0,0,8,3.1951918137
3351825,4.5233333333,3,3,0,0.6666666667,7,5.6868112763
3351858,4.41125,8,6,0,0,7,4.0832522271
3351973,12.005,2,5,0.5,0,8,6.0695322671
3352005,3.3066666667,15,0,0,0,6,6.5177331224
3352179,6.58,4,6,1,0,7,2.4324569451
3352211,6.1,4,15,0,0,7,7.0163153635
3352260,6.39,3,3,1,0,7,5.4768493047
3352294,6.58,3,9,0.3333333333,0,7,2.2098341116
3352328,18.962727273,11,17,0,0,8,15.220270128
3352336,3.59,1,36,0,0,4,6.0412391541
3352351,4.57,1,38,0,0,4,3.8432911867
3352401,9.236,5,5,0.5,0,7,4.342433367
3352419,5.385,2,12,0,0,7,4.9921201511
3352427,2.8969230769,26,2,0,0,6,6.6899106409
3352468,8.4333333333,3,12,0,0,7,4.9576319529
3352492,4.9966666667,3,12,0,0,7,4.5593099146
3352591,6.185,8,0,0,0,7,8.6154968018
3352625,6.76,5,17,1,0,7,9.003689556
3352641,3.6425,8,0,0,0,7,8.9767278172
3352682,5.2433333333,6,14,0,0,7,6.1152684182
3352690,11.87,6,12,0,0,7,7.0229730228
3352922,3.63,1,24,0,0,5,7.6285042049
3352930,2.2766666667,3,0,0,0,7,9.1531682446
3352955,3.55,1,25,0,0,5,7.1004545855
3352963,4.9133333333,3,17,0,0,7,9.2449442992
