PANID,PANTYPE,PreTaxInc,FamSize,HH_Race,Type_Res_Poss,Male_Age,Male_Edu,Male_Occ,Male_Whc,Female_Age,Female_Edu,Female_Occ,Female_Whc,Dogs,Cats,Child_GC,Marital,TV_used,TV_hooked,Year,monetary,frequency,recency,loyality_tide,loyality_All,CLUSTER,DISTANCE
1205286,6,4,1,1,2,7,9,11,5,6,6,10,4,0,0,8,3,2,2,1,7.69,1,14,1,0,7,7.3423564636
1205294,0,6,2,1,1,7,9,11,5,6,2,10,4,0,0,8,4,,,1,5.4233333333,6,11,0.3333333333,0.1666666667,7,3.2203155029
1205419,0,7,2,1,2,6,5,10,4,6,4,13,1,0,1,8,2,,,1,7.04,4,14,0.25,0,7,6.0872974916
1205427,0,6,2,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,3.6766666667,3,4,0.3333333333,0.3333333333,7,5.1426552338
1205641,0,6,2,1,2,6,4,10,4,6,7,10,4,0,0,8,2,,,1,3.39,1,16,0,1,7,9.3406059279
1205971,0,7,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,7.008,5,13,0,0,7,5.0255732591
1205997,0,5,2,1,1,6,4,10,4,6,4,10,4,0,0,8,2,,,1,5.09,4,15,0,0,7,7.0976758858
1206169,0,5,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,10.39,4,3,1,0,7,6.7021409776
1206185,0,11,3,1,2,6,7,10,4,5,7,1,3,3,0,8,2,,,1,4.09,11,2,0,0.5,7,8.8194424262
1206250,0,7,6,1,1,4,0,0,0,4,6,13,1,0,0,3,4,,,1,3.3233333333,3,19,0,0,7,11.478878833
1206342,0,6,2,2,2,5,6,10,4,5,5,1,2,0,0,8,2,,,1,5.5422222222,9,6,0,0.2222222222,7,4.5931031634
1206433,0,11,2,1,2,6,8,10,4,6,8,10,4,0,0,8,2,,,1,5.79,1,1,0,1,7,8.1396196056
1206607,0,8,3,1,2,5,8,1,3,5,7,13,1,0,0,8,2,,,1,10.3625,4,3,0.5,0.25,7,6.6444992678
1206649,0,6,3,1,1,5,6,2,3,5,5,8,2,1,1,8,2,,,1,8.985,2,7,0,0,7,4.2185258382
1206680,0,5,2,5,2,6,3,7,2,6,4,10,4,0,1,8,2,,,1,6.765,4,4,1,0,7,4.2793779256
1206714,0,7,2,1,2,4,5,9,3,4,4,9,3,0,1,8,2,,,1,7.74,2,1,0,0,7,7.8066676686
1206797,0,2,2,1,2,6,4,10,4,6,4,4,2,0,0,8,2,,,1,6.8566666667,3,3,0.6666666667,0,7,5.4779975068
1206805,0,3,1,1,2,7,9,11,5,6,4,13,1,0,1,8,4,,,1,5.516,5,11,0.4,0,7,3.0271373307
1206839,6,5,3,1,1,3,6,8,3,4,4,8,2,0,1,8,0,1,1,1,5.2066666667,6,15,0,0.1666666667,7,7.0957838221
1206904,6,9,2,1,2,4,4,6,3,4,5,1,2,1,0,8,2,2,2,1,5.0990909091,11,5,0,0.1818181818,7,6.867450933
1206912,0,2,2,1,2,6,6,10,4,6,6,4,2,1,0,8,2,,,1,8.085,10,4,0,0,7,6.7619556781
1206953,5,7,2,1,2,6,4,10,4,6,4,10,4,3,0,8,2,4,4,1,5.29,2,18,0,1,7,10.450858542
1207035,0,3,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,2.62,3,1,0,0,7,8.1317574561
1207043,0,6,3,1,2,4,5,10,4,4,4,9,3,1,2,3,2,,,1,3.64,6,6,0,0.1666666667,7,3.4260909826
1207068,0,2,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,3.99,2,17,0.5,0.5,7,9.679569667
1207134,0,7,2,1,2,6,4,10,4,6,4,4,2,0,0,8,2,,,1,9.34125,8,1,0.5,0,7,8.3223928795
1207258,0,12,3,1,2,6,5,10,4,5,5,1,3,1,1,8,2,,,1,2.99,7,15,0,0,7,7.9137522587
1207266,0,5,3,1,2,6,4,10,4,6,4,10,4,0,1,8,2,,,1,6.8275,8,9,0,0,7,3.2759343016
1207357,6,9,2,1,2,6,4,0,2,6,4,7,2,0,0,8,2,4,4,1,5.32,8,3,0,0,7,5.9687468606
1207530,0,10,2,1,2,5,8,2,3,5,5,4,3,0,0,8,2,,,1,8.65,5,6,0,0.2,7,3.2321454638
1207571,6,5,6,1,2,6,4,10,4,5,4,4,3,0,2,6,2,2,2,1,7.615,4,10,0,0,7,2.617498465
1207647,0,8,5,1,2,5,5,7,3,5,5,13,1,1,0,2,2,,,1,6.73625,8,10,0,0,7,3.6762675162
1207662,0,12,5,1,2,4,7,1,3,4,5,7,3,1,0,8,2,,,1,7.5127272727,11,3,0,0,7,8.0041762969
1207704,0,10,2,1,2,6,5,10,4,6,4,10,4,0,0,8,2,,,1,6.99,2,15,0,0.5,7,7.6039136605
1207787,0,6,3,1,1,4,6,3,2,4,7,4,2,0,2,8,0,,,1,3.99,4,3,0,0,7,5.5853369759
1207894,0,10,3,1,2,4,4,4,2,4,6,1,3,1,1,3,2,,,1,3.6757142857,7,8,0,0.5,7,3.2566938266
1208009,0,2,1,1,1,6,3,13,1,7,9,11,5,0,1,8,4,,,1,3.965,4,3,0.5,0,7,5.5988290902
1208074,6,4,2,1,2,6,4,13,1,5,3,13,1,2,0,8,2,4,4,1,5.189,10,6,0,0,7,5.5473871602
1208272,0,11,2,1,2,4,8,1,3,4,5,4,3,0,2,8,2,,,1,5.7185714286,7,5,0,0.8571428571,7,3.785229541
1208355,0,6,2,1,2,5,4,9,3,5,4,4,2,0,0,8,2,,,1,4.6275,8,4,0.75,0.125,7,5.3297305755
1208462,0,7,1,1,2,7,9,11,5,6,7,10,4,0,0,8,4,,,1,6.29,6,15,0,0,7,7.0329160766
1208512,0,5,2,1,2,6,3,10,4,6,3,10,4,0,0,8,2,,,1,7.1166666667,3,9,0,0.5,7,2.4040022722
1210146,0,6,3,1,2,4,6,1,3,0,0,0,0,0,0,8,3,,,1,2.99,1,8,0,0,7,5.0686629962
1210153,0,7,2,1,2,6,3,10,4,6,4,10,4,1,0,8,2,,,1,6.988,5,15,0,0,7,7.0010796191
1210203,6,10,2,1,2,6,6,10,4,6,6,10,4,0,0,8,2,3,2,1,4.1175,4,6,0.25,0.25,7,3.050975673
1210229,0,6,2,1,2,6,4,10,4,6,4,4,2,0,0,8,2,,,1,5.8445454545,11,1,0,0.5454545455,7,9.312668988
1210377,6,5,2,1,2,6,8,10,4,6,7,10,4,0,0,8,2,2,2,1,7.69,2,14,1,0,7,6.857173071
1210492,0,1,1,2,1,7,9,11,5,6,4,10,4,0,0,8,4,,,1,4.1633333333,3,2,0,1,7,6.725458888
1210567,0,12,4,1,2,5,7,10,4,5,5,10,4,0,1,8,2,,,1,6.968,5,6,0,1,7,2.3841043438
1210575,0,9,3,1,2,5,7,1,2,5,4,13,1,2,0,8,2,,,1,5.065,4,1,0,0,7,7.2032305487
1210609,9,6,2,1,2,6,7,10,4,6,5,10,4,0,0,8,2,2,2,1,6.3442857143,7,4,0,1,7,4.6366501794
1210963,0,5,2,1,2,6,4,10,4,6,4,3,2,0,0,8,2,,,1,5.5233333333,3,6,0,1,7,3.0373062691
1210989,0,4,2,1,1,5,4,9,3,5,4,4,3,0,0,8,2,,,1,5.6263636364,11,4,0,0.1818181818,7,7.3089945402
1211185,0,11,4,1,2,4,4,7,3,4,7,8,2,2,2,8,2,,,1,5.79,5,3,0,1,7,5.1466507437
1211458,0,12,2,1,2,5,8,1,3,5,6,4,3,0,0,8,2,,,1,4.39,3,14,0,0,7,6.5087011234
1211607,0,8,2,1,2,6,7,1,3,6,4,10,4,1,1,8,2,,,1,6.815,4,3,0,0,7,5.1861810837
1212076,6,7,2,1,2,6,4,10,4,6,5,10,4,1,0,8,2,3,3,1,6.8733333333,6,8,0.2,0,7,1.2783002469
1212183,0,4,3,2,2,6,4,10,4,6,4,10,4,0,0,3,2,,,1,3.3271428571,7,1,0,0.1666666667,7,7.876884068
1212340,5,12,6,1,2,4,8,1,3,4,7,1,3,0,0,5,2,5,3,1,10.633636364,11,4,0.8181818182,0,7,8.5704812867
1212472,0,8,3,1,2,5,6,6,3,5,7,1,2,0,1,8,2,,,1,5.485,10,1,0,0.7777777778,7,8.7307976024
1212761,6,10,2,1,2,6,7,10,4,6,6,10,4,0,0,8,2,2,2,1,4.8566666667,6,6,0,0,7,2.6625467462
1212878,6,4,2,1,1,7,9,11,5,6,4,10,4,0,0,8,4,2,1,1,9.6533333333,3,12,0,0,7,5.6218294404
1212936,0,5,4,1,1,3,4,13,1,4,7,13,1,0,1,8,2,,,1,9.52,11,10,0,0.0909090909,7,7.19527497
1213157,0,2,1,1,1,6,2,10,4,7,9,11,5,0,0,8,4,,,1,3.93,4,19,0,0.25,7,11.216116376
1213165,0,8,2,1,2,6,7,10,4,6,7,10,4,0,0,8,2,,,1,6.44,6,16,0.3333333333,0.1666666667,7,8.02367507
1213173,0,12,2,1,2,5,7,1,3,4,7,2,3,1,0,8,2,,,1,6.66,7,9,0,0,7,2.3295342241
1213355,0,1,1,1,2,7,9,11,5,6,4,13,1,0,0,8,4,,,1,5.4875,4,3,0,0,7,5.1893096361
1213397,0,11,4,1,2,4,7,1,3,4,4,6,3,0,0,2,2,,,1,5.8785714286,7,10,0.1428571429,0.1428571429,7,2.8469724188
1213504,0,12,2,1,2,5,8,1,3,4,5,4,3,0,1,8,2,,,1,6.4733333333,6,11,0,0.1666666667,7,3.1538000696
1213603,0,2,2,1,2,6,5,10,4,6,4,10,4,0,0,8,2,,,1,6.4233333333,3,15,0,0,7,7.2236800709
1213686,0,6,2,1,2,6,3,10,4,6,3,10,4,0,0,8,2,,,1,6.14,2,18,0,0.5,7,10.383885478
1213702,0,7,1,1,2,7,9,11,5,6,4,4,3,0,0,8,4,,,1,5.2425,4,15,0,0,7,7.0762171407
1213769,0,8,4,1,2,4,6,1,3,4,4,1,3,1,0,8,2,,,1,5.8436363636,11,7,0.1,0.3,7,6.1580006105
1213785,0,5,4,1,2,4,6,8,2,4,7,3,3,0,0,3,2,,,1,8.428,5,12,0,0.25,7,4.5584161758
1213843,0,7,2,1,2,6,4,10,4,6,4,10,4,1,0,8,2,,,1,10.14,6,12,1,0,7,5.7579228747
1213884,0,11,2,1,2,5,8,1,3,5,7,1,2,1,1,8,2,,,1,6.01,5,14,0,0.6,7,5.9734683982
1213892,0,6,4,1,2,6,3,10,4,6,4,10,4,0,1,2,2,,,1,4.49,10,2,0,0,7,8.0647506139
1214080,6,8,5,1,2,6,6,2,3,4,6,13,1,4,1,8,2,6,1,1,2.99,7,4,0,0,7,5.5471495992
1214122,0,6,2,1,2,6,7,10,4,5,4,10,4,0,0,8,2,,,1,7.64,2,2,0,0,7,6.8945493261
1214270,0,7,4,1,2,5,6,7,3,4,7,13,1,0,0,3,2,,,1,9.245,8,1,0.6666666667,0,7,8.2936568141
1214338,6,10,3,1,1,7,9,11,5,6,6,4,2,0,0,8,4,3,3,1,6.6988888889,9,0,1,0,7,9.066797191
1214445,6,9,5,1,2,4,5,1,3,4,7,3,2,0,0,8,2,5,5,1,7.0775,4,9,0,0.3333333333,7,1.6482851067
1214528,0,7,3,1,1,4,4,5,3,4,4,3,2,0,1,3,2,,,1,7.3122222222,9,0,0,0,7,9.0915655214
1214668,0,9,1,1,2,7,9,11,5,4,7,1,3,2,0,8,1,,,1,7.548,10,7,0.4444444444,0.1111111111,7,5.3512133349
1214700,0,5,2,1,1,6,3,1,3,6,3,13,1,0,1,8,2,,,1,3.8066666667,6,6,0,0.1666666667,7,3.3052561932
1214767,0,5,3,1,2,7,9,11,5,6,4,13,1,1,0,8,4,,,1,3.23,5,14,0,0,7,6.6366032738
1214999,0,7,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,9.328,5,0,0.2,0,7,8.6524736859
1215178,0,6,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,7.4263636364,11,11,1,0,7,6.8987595772
1215251,0,4,1,1,2,7,9,11,5,6,3,10,4,0,0,8,4,,,1,5.69,4,7,0.25,0.25,7,1.4975543768
1215400,6,2,5,1,2,7,9,11,5,5,7,1,2,1,0,8,3,3,3,1,4.1727272727,11,4,0,0,7,7.5568178082
1215426,0,12,5,1,2,4,7,3,3,4,8,1,3,0,0,8,2,,,1,10.49,2,11,0.5,0,7,6.014947371
1215483,0,1,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,8.6533333333,6,3,0,0,7,5.7352095078
1215566,0,11,5,1,2,5,7,3,3,5,7,4,3,1,0,3,2,,,1,7.7535714286,14,11,0.0714285714,0.1428571429,7,9.6559501657
1215608,0,5,2,1,2,6,5,10,4,6,4,10,4,1,1,8,2,,,1,11.0575,4,12,0,0.25,7,6.3633273877
1215640,6,7,2,1,2,5,6,1,3,4,4,1,3,1,3,8,2,2,2,1,11.002,5,10,0.2,0,7,5.2175620718
1215707,6,5,2,1,2,6,4,10,4,6,4,10,4,2,1,8,2,6,2,1,3.882,5,19,0,1,7,11.220095556
1215715,0,5,2,1,2,6,6,0,2,6,4,13,1,0,0,8,2,,,1,2.9933333333,3,0,0,0,7,8.872598634
1215731,0,10,2,1,2,5,8,1,3,5,7,1,2,0,0,8,2,,,1,7.21,5,4,0.2,0,7,4.1869466214
1215749,0,8,3,1,2,6,5,10,4,5,5,10,4,1,0,8,2,,,1,6.93,5,5,0,0,7,3.1563086076
1215822,0,6,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,6.69,3,14,0,0,7,6.2845206902
1215848,6,1,2,1,1,7,9,11,5,4,7,13,1,2,0,8,1,2,3,1,8.7571428571,7,4,0,0.1428571429,7,5.2358373622
1215889,0,10,2,1,2,5,8,1,3,5,8,1,3,0,0,8,2,,,1,6.09,3,14,1,0,7,6.3092448119
1215947,0,2,1,1,1,7,9,11,5,6,2,10,4,0,0,8,1,,,1,4.315,4,12,0.25,0,7,4.4622472173
1216085,0,6,2,1,2,5,4,10,4,5,4,10,4,0,0,8,2,,,1,4.075,6,3,0,0.3333333333,7,5.5756662391
1216093,6,11,1,1,2,7,9,11,5,4,8,1,3,0,0,8,3,1,1,1,6.8233333333,6,3,0.3333333333,0,7,5.2058455467
1216101,5,9,3,1,2,6,7,2,3,5,7,2,2,0,0,8,2,4,4,1,3.81,10,5,0,0.2,7,6.3608079809
1216119,0,5,1,1,2,7,9,11,5,6,7,10,4,0,0,8,4,,,1,3.5566666667,3,5,0,0,7,4.4664227643
1216143,0,3,1,1,2,7,9,11,5,5,6,4,3,0,0,8,0,,,1,3.99,4,8,0,0,7,2.38249127
1216168,0,11,2,1,2,5,5,2,3,5,6,3,2,0,1,8,2,,,1,5.39,5,0,0,0,7,8.0927569383
1216200,0,11,2,1,2,5,6,7,2,5,5,10,4,0,0,8,2,,,1,4.9275,8,4,0.25,0.625,7,5.2479329645
1216259,0,6,2,1,2,6,5,10,4,6,5,10,4,0,0,8,2,,,1,4.95,5,10,0,0.4,7,2.3224751204
1216374,0,4,1,1,2,7,9,11,5,6,4,10,4,1,0,8,4,,,1,4.86,3,3,0,0,7,5.5731872976
1216432,0,6,4,1,2,7,9,11,5,4,5,13,1,1,1,2,3,,,1,9.08,4,8,0.25,0,7,3.0686605692
1216614,0,12,1,1,2,7,9,11,5,6,7,3,2,0,0,8,4,,,1,8.99,2,10,0,0,7,4.529057937
1216663,0,7,3,1,2,6,4,2,3,6,4,13,1,0,1,8,2,,,1,5.7677777778,9,8,0.4444444444,0.3333333333,7,4.0874603745
1216697,0,11,2,1,2,6,6,10,4,5,4,13,1,0,0,8,2,,,1,4.39,9,0,0,0,7,9.1914179204
1216705,0,3,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,5.722,10,11,0,0.7,7,5.9012894789
1216853,0,8,4,1,2,4,4,1,3,4,6,4,3,0,1,8,2,,,1,4.451,10,1,0,0.2,7,8.8469984973
1216895,0,6,2,1,2,5,4,4,3,5,4,10,4,0,0,8,2,,,1,13.335,4,10,1,0,7,7.5338124641
1216911,0,1,1,1,2,7,9,11,5,6,4,10,4,1,0,8,4,,,1,3.84,4,14,1,0,7,6.5046396197
1216929,0,5,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,5.1166666667,3,8,0,0.3333333333,7,2.2294696362
1216952,6,10,2,1,2,5,4,3,3,5,8,1,3,1,0,8,2,2,1,1,9.89,5,10,1,0,7,4.280791934
1216986,0,2,1,1,2,7,9,11,5,6,4,10,4,2,0,8,3,,,1,4.25,5,0,0.75,0,7,8.2949224957
1217000,0,3,2,1,1,7,9,11,5,5,4,3,3,0,0,8,3,,,1,4.54,4,10,0,0,7,2.7166249576
1217059,0,11,4,1,2,4,8,10,4,3,4,4,3,1,2,8,2,,,1,7.7390909091,11,3,0,0.1111111111,7,8.0445793976
1217091,0,0,2,0,2,6,2,10,4,6,2,0,0,1,0,8,2,,,1,4.812,5,4,0,0.4,7,4.2862015194
1217158,0,6,2,1,2,6,5,10,4,5,6,10,4,1,0,8,2,,,1,6.84,2,9,0.5,0,7,3.1821937586
1217307,0,6,3,1,2,6,4,1,3,5,4,13,1,0,0,8,0,,,1,6.4028571429,7,7,0.1428571429,0.1428571429,7,2.322330568
1217331,6,5,2,1,2,6,5,10,4,6,6,13,1,1,2,8,2,3,3,1,8.7666666667,6,3,0,0,7,5.7853124535
1217414,0,6,1,1,2,7,9,11,5,6,7,10,4,0,0,8,4,,,1,4.15,5,4,1,0,7,4.5952099475
1217521,0,7,1,1,2,6,8,10,4,7,9,11,5,1,0,8,4,,,1,7.99,3,0,0,0,7,8.4858347278
1217638,0,3,2,1,1,7,9,11,5,6,3,6,3,0,0,8,0,,,1,4.39,4,12,0,0,7,4.4364066759
1217646,0,1,2,1,2,6,4,10,4,6,3,10,4,0,0,8,0,,,1,3.27,5,7,0,0,7,3.0885335036
1217661,6,9,3,1,2,7,9,11,5,4,6,2,3,0,0,8,5,5,4,1,6.2566666667,3,3,0,0.6666666667,7,5.4459561803
1217737,0,5,1,1,2,7,9,11,5,5,4,6,3,1,0,8,4,,,1,9.9166666667,3,2,0,0,7,7.3859157286
1217919,0,7,2,1,2,6,4,10,4,6,6,10,4,0,0,8,2,,,1,13.49,2,14,1,0,7,9.9180895285
1217935,0,5,2,1,2,6,6,10,4,6,4,10,4,0,1,8,2,,,1,2.89,3,9,0,0,7,3.9310740343
1217968,6,4,1,1,1,7,9,11,5,6,6,10,4,0,0,8,4,2,2,1,7.17,5,12,0.2,0.6,7,4.1032169903
1218008,0,6,2,1,2,6,6,10,4,6,4,10,4,0,0,8,2,,,1,7.42625,8,0,0.125,0,7,8.7054261599
1218107,0,7,2,1,2,6,4,10,4,6,6,10,4,0,0,8,2,,,1,5.94,5,6,0,0.8,7,2.1848234358
1218255,0,4,1,1,1,7,9,11,5,6,4,10,4,0,0,8,3,,,1,7.4614285714,7,8,0,0,7,2.4431167084
1218529,0,10,4,1,2,4,6,4,2,4,5,1,3,0,0,3,2,,,1,6.84,2,1,0.5,0.5,7,7.687058838
1218578,0,8,3,1,2,5,4,2,3,5,4,3,3,1,0,8,2,,,1,5.1733333333,6,3,0,0.25,7,5.2609505149
1218735,0,8,4,1,2,6,3,10,4,6,3,10,4,1,0,8,2,,,1,4.19,1,0,1,0,7,9.2157343502
1218859,0,5,2,1,2,6,4,13,1,5,3,9,3,0,0,8,2,,,1,8.104,5,3,0,0,7,5.4174023261
1218867,0,5,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,7.2233333333,6,3,0.6666666667,0,7,5.2899067238
1219048,0,1,2,1,1,6,3,10,4,6,3,10,4,0,0,8,2,,,1,4.3566666667,3,17,0,0,7,9.3365249678
1219113,0,5,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,6.8328571429,7,8,0,0.5,7,2.2057123309
1219121,0,6,1,1,2,6,6,10,4,7,9,11,5,0,0,8,4,,,1,7.59,2,18,1,0,7,10.502844289
1219196,0,6,3,1,2,5,6,9,3,5,4,13,1,0,1,8,2,,,1,8.8075,8,2,0,0,7,7.2807482111
1219295,0,7,2,1,2,6,4,10,4,6,3,10,4,1,0,8,2,,,1,11.48,2,9,0,0,7,6.1556884076
1219360,0,10,4,1,2,5,7,1,3,5,6,13,1,1,0,8,2,,,1,4.5733333333,6,9,0,0,7,2.1443235769
1219568,0,4,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,5.71,5,16,0,0,7,7.9647330037
1219642,0,7,2,1,2,6,7,10,4,6,7,10,4,0,0,8,2,,,1,6.56,7,6,0.5714285714,0,7,2.9559461982
1219717,0,3,1,1,2,7,9,11,5,6,8,13,1,0,1,8,4,,,1,5.79,2,17,0,0,7,9.4305354296
1219741,0,11,2,1,2,6,7,2,3,6,7,4,3,0,0,8,2,,,1,4.662,5,14,0,1,7,6.2015777082
1219774,6,11,2,1,2,5,8,7,3,5,8,13,1,0,0,8,2,3,3,1,5.5444444444,9,2,0,0.3333333333,7,7.317468071
1219832,0,10,2,1,2,5,8,10,4,5,4,10,4,0,0,8,2,,,1,3.98,7,6,0.4285714286,0.1428571429,7,3.640275795
1219899,0,6,1,1,2,7,9,11,5,6,4,13,1,1,0,8,2,,,1,5.8216666667,6,4,0,0.5,7,4.2236341073
1219923,0,12,2,1,2,6,5,10,4,5,8,1,3,1,0,8,1,,,1,8.4822222222,9,2,0.2,0,7,7.6460630056
1219931,0,5,2,1,2,6,4,10,4,5,4,10,4,0,0,8,2,,,1,3.74,6,8,0,0.1666666667,7,2.6524544124
1219949,0,5,1,1,2,6,3,10,4,7,9,11,5,0,0,8,4,,,1,7.39,11,8,0,0,7,6.1831218535
1220004,6,3,1,1,2,7,9,11,5,6,4,10,4,0,2,8,4,1,1,1,6.4883333333,6,5,0.3333333333,0.1666666667,7,3.2483568537
1220012,0,11,3,1,2,6,7,13,1,7,9,11,5,0,0,8,1,,,1,3.39,1,5,0,1,7,5.7784351656
1220020,0,6,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,5.38,7,2,0,0,7,6.4437289488
1220129,0,9,2,1,2,6,8,10,4,6,7,13,1,0,0,8,2,,,1,3.83,5,4,0.8,0,7,4.7149060925
1220152,0,2,1,3,2,7,9,11,5,6,6,10,4,0,0,8,4,,,1,3.35,2,9,0,1,7,4.2788591412
1220178,0,6,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,3.4083333333,6,2,0.4,0.6,7,6.7528381914
1220269,0,8,1,1,2,7,9,11,5,5,7,1,3,0,0,8,1,,,1,8.59,5,10,0.4,0,7,3.1203042034
1220467,0,3,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,,,1,8.8325,4,1,0,0.5,7,7.6116047287
1220822,0,6,2,1,2,7,9,11,5,6,6,2,2,0,0,8,4,,,1,7.75,5,11,0,0,7,3.3568011351
1220947,0,11,2,1,2,5,5,2,3,5,8,1,3,0,1,8,1,,,1,9.99,5,18,0,0,7,10.661412979
1220962,0,2,1,1,2,7,9,11,5,6,4,10,4,1,0,8,4,,,1,5.2233333333,3,0,0.3333333333,0,7,8.3384199404
1220996,6,8,5,1,1,4,3,10,4,4,3,3,3,0,1,2,2,4,4,1,9.344,5,2,0,0,7,6.8412200783
1221135,6,5,2,1,2,7,9,11,5,6,4,10,4,1,0,8,4,3,3,1,6.9625,8,3,0.1666666667,0.5,7,5.9702759175
1221366,0,9,3,1,2,7,9,11,5,4,4,4,3,1,4,8,1,,,1,7.1533333333,6,6,0,0,7,2.5221462437
1221747,0,6,4,1,2,4,4,1,3,4,8,4,2,1,0,8,2,,,1,9.6028571429,7,1,0,0,7,8.114252579
1221788,0,3,2,1,2,6,3,10,4,6,4,10,4,1,3,8,2,,,1,4.1328571429,7,0,0,0,7,8.5579852232
1221846,0,9,2,1,2,4,5,1,3,4,6,4,2,0,3,8,3,,,1,5.99,2,10,0,0,7,3.5430526851
1221879,5,6,4,1,2,4,7,1,3,4,5,13,1,0,2,3,2,6,6,1,9.45,5,16,0.4,0,7,8.6038276406
1221929,0,11,1,1,2,7,9,11,5,5,6,1,3,0,0,8,2,,,1,5.99,7,12,0,0,7,4.460768204
1221960,0,4,2,1,2,6,3,10,4,6,3,10,4,0,0,8,2,,,1,7.6375,4,9,0.6666666667,0,7,2.0463735497
1222208,0,1,1,1,2,7,9,11,5,4,4,8,3,0,1,8,3,,,1,11.485,4,7,0,0.25,7,5.5116972541
1222315,0,6,2,1,1,7,9,11,5,6,3,10,4,0,1,8,4,,,1,9.815,4,4,0.75,0,7,5.5634136704
1222323,0,3,2,1,2,6,1,10,4,6,1,10,4,0,0,8,2,,,1,6.2066666667,6,1,1,0,7,7.1753879828
1222349,0,1,3,1,1,6,3,10,4,7,9,11,5,0,0,8,3,,,1,4.95,10,4,0,0.125,7,6.5947463174
1222414,0,4,2,1,2,6,4,10,4,6,4,13,1,0,0,8,2,,,1,6.54,8,0,1,0,7,8.6574413428
1222430,0,4,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,4.39,1,6,0,0,7,4.7930680481
1222703,0,5,1,1,2,7,9,11,5,6,3,10,4,0,0,8,4,,,1,4.79,8,10,0,0.375,7,3.8892354556
1222760,0,7,2,1,2,6,5,10,4,6,4,10,4,0,0,8,2,,,1,6.19,7,12,1,0,7,4.5224176078
1222786,0,9,1,1,1,7,9,11,5,3,6,4,2,0,0,8,3,,,1,3.904,5,1,0,0,7,7.4091657359
1222810,0,4,1,1,2,7,9,11,5,6,5,10,4,0,0,8,1,,,1,4.99,1,8,0,0,7,4.1227951942
1222851,0,4,1,1,1,7,9,11,5,6,3,10,4,0,0,8,4,,,1,4.4566666667,3,5,0.3333333333,0,7,4.0048536331
1222927,0,2,1,1,2,7,9,11,5,6,2,3,2,1,0,8,4,,,1,5.9025,8,0,0.75,0,7,8.6339057932
1222935,0,9,4,1,2,4,4,4,3,4,6,3,3,0,1,8,2,,,1,7.006,5,2,0,0,7,6.1152601213
1222943,0,8,2,1,2,5,4,7,3,4,6,2,3,0,0,8,2,,,1,4.7655555556,9,0,0,0,7,9.1263973049
1223016,0,4,1,1,2,7,9,11,5,6,8,10,4,0,0,8,4,,,1,4.3233333333,3,3,1,0,7,5.7732738186
1223057,0,2,1,1,1,7,9,11,5,6,4,10,4,0,0,8,3,,,1,4.97,7,8,0.5,0.3333333333,7,2.4048296523
1223081,0,5,1,1,2,7,9,11,5,6,4,10,6,0,0,8,2,,,1,6.6866666667,3,13,0,0.6666666667,7,5.374386816
1223099,0,11,2,1,2,4,4,6,3,4,4,4,3,0,0,8,2,,,1,6.28,3,5,0,0,7,3.628643654
1223107,0,7,1,1,1,7,9,11,5,6,3,10,4,0,2,8,4,,,1,4.615,4,4,1,0,7,4.5109890946
1223123,0,1,3,1,2,3,0,0,0,6,3,8,2,0,2,8,0,,,1,3.6566666667,3,15,0,0.5,7,7.6505606818
1223222,0,12,3,1,2,5,7,1,3,4,7,1,3,0,0,8,2,,,1,3.5328571429,7,11,0,0.3333333333,7,4.463803601
1223289,0,8,4,1,2,5,7,4,3,5,7,1,2,0,0,8,2,,,1,6.99,3,17,0.3333333333,0,7,9.1957303807
1223354,0,12,2,1,2,5,8,1,3,5,8,1,3,0,0,8,2,,,1,7.495,2,13,0.5,0,7,5.9182640068
1223461,6,8,2,1,2,6,5,1,3,6,5,1,3,0,0,8,2,3,1,1,5.33,9,4,0,0.3333333333,7,5.8007698964
1223610,0,6,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,,,1,4.2866666667,6,10,0,0.8333333333,7,2.9979011971
1223636,0,7,2,1,2,7,9,11,5,6,4,10,4,0,0,8,4,,,1,2.99,1,15,0,0,7,8.6002168747
1223677,0,1,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,,,1,4.5675,4,3,0,0.75,7,5.4227360653
